Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
HLFQ.S8CSEIQL1,2014.09,1.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2014.12,1.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2015.03,1.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2015.06,2.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2015.09,1.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2015.12,0.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2016.03,0.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2016.06,0.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2016.09,1.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2016.12,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2017.03,1.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2017.06,1.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2017.09,1.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2017.12,1.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2018.03,1.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2018.06,1.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2018.09,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2018.12,1.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2019.03,1.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2019.06,1.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2019.09,1.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2019.12,1.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2020.03,1.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2020.06,1.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2020.09,1.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2020.12,1.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2021.03,1.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2021.06,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2021.09,2.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2021.12,1.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2022.03,2.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL1,2022.06,1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 15-19 years,
HLFQ.S8CSEIQL2,2004.03,1.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2004.06,1.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2004.09,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2004.12,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2005.03,2.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2005.06,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2005.09,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2005.12,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2006.03,2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2006.06,1.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2006.09,2.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2006.12,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2007.03,2.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2007.06,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2007.09,1.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2007.12,2.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2008.03,2.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2008.06,2.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2008.09,2.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2008.12,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2009.03,1.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2009.06,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2009.09,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2009.12,2.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2010.03,3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2010.06,2.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2010.09,2.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2010.12,2.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2011.03,3.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2011.06,2.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2011.09,2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2011.12,2.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2012.03,2.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2012.06,2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2012.09,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2012.12,2.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2013.03,2.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2013.06,2.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2013.09,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2013.12,1.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2014.03,2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2014.06,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2014.09,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2014.12,1.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2015.03,1.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2015.06,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2015.09,2.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2015.12,2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2016.03,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2016.06,1.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2016.09,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2016.12,2.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2017.03,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2017.06,2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2017.09,2.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2017.12,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2018.03,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2018.06,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2018.09,1.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2018.12,2.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2019.03,2.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2019.06,2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2019.09,1.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2019.12,2.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2020.03,2.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2020.06,2.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2020.09,2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2020.12,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2021.03,2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2021.06,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2021.09,2.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2021.12,2.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2022.03,2.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL2,2022.06,3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Aged 20-24 years,
HLFQ.S8CSEIQL9,2004.03,1.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Total aged 15-24 years,
HLFQ.S8CSEIQL9,2004.06,2.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Total aged 15-24 years,
HLFQ.S8CSEIQL9,2004.09,2.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Total aged 15-24 years,
HLFQ.S8CSEIQL9,2004.12,2.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Total aged 15-24 years,
HLFQ.S8CSEIQL9,2005.03,2.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Total aged 15-24 years,
HLFQ.S8CSEIQL9,2005.06,2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Total aged 15-24 years,
HLFQ.S8CSEIQL9,2005.09,2.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Total aged 15-24 years,
HLFQ.S8CSEIQL9,2005.12,2.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Total aged 15-24 years,
HLFQ.S8CSEIQL9,2006.03,2.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Total aged 15-24 years,
HLFQ.S8CSEIQL9,2006.06,2.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Total aged 15-24 years,
HLFQ.S8CSEIQL9,2006.09,2.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Total aged 15-24 years,
HLFQ.S8CSEIQL9,2006.12,2.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Total aged 15-24 years,
HLFQ.S8CSEIQL9,2007.03,2.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Total aged 15-24 years,
HLFQ.S8CSEIQL9,2007.06,2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Total aged 15-24 years,
HLFQ.S8CSEIQL9,2007.09,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Total aged 15-24 years,
HLFQ.S8CSEIQL9,2007.12,2.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,"Not in employment, education or training (NEET)",Canterbury,Total aged 15-24 years,
